0, 1.2440009903363376
0.1, 1.2173438262577019
0.2, 1.190686662179066
0.30000000000000004, 1.16402949810043
0.4, 1.1373723340217943
0.5, 1.1107151699431586
0.6000000000000001, 1.0840580058645226
0.7000000000000001, 1.0574008417858867
0.8, 1.030743677707251
0.9, 1.0040865136286152
1, 0.9774293495499793
1.1, 0.9507721854713435
1.2, 0.9241150213927076
1.3, 0.8974578573140718
1.4, 0.870800693235436
1.5, 0.8441435291568001
1.6, 0.8174863650781643
1.7000000000000002, 0.7908292009995284
1.8, 0.7641720369208926
1.9, 0.7375148728422568
2, 0.710857708763621
2.1, 0.6842005446849851
2.2, 0.6575433806063493
2.3, 0.6308862165277135
2.4, 0.6042290524490777
2.5, 0.5775718883704418
2.6, 0.550914724291806
2.7, 0.5242575602131702
2.8, 0.49760039613453433
2.9, 0.4709432320558985
3, 0.44428606797726267
3.1, 0.41762890389862684
3.2, 0.390971739819991
3.3, 0.3643145757413552
3.4, 0.33765741166271934
3.5, 0.3110002475840835
3.6, 0.2843430835054477
3.7, 0.25768591942681185
3.8, 0.23102875534817602
3.9, 0.2043715912695403
4, 0.17771442719090436
4.1, 0.15105726311226864
4.2, 0.1244000990336327
4.3, 0.09774293495499697
4.4, 0.07108577087636103
4.5, 0.04442860679772531
4.6, 0.01777144271908937
4.7, -0.008885721359546572
4.8, -0.03554288543818229
4.9, -0.062200049516818234
5, -0.08885721359545395
5.1, -0.11551437767408967
5.2, -0.14217154175272562
5.3, -0.16882870583136134
5.4, -0.19548586990999728
5.5, -0.22214303398863322
5.6, -0.24880019806726894
5.7, -0.2754573621459049
5.8, -0.3021145262245406
5.9, -0.32877169030317654
6, -0.35542885438181226
6.1, -0.382086018460448
6.2, -0.4087431825390839
6.3, -0.43540034661771965
6.4, -0.4620575106963556
6.5, -0.4887146747749913
6.6, -0.5153718388536273
6.7, -0.5420290029322632
6.8, -0.5686861670108989
6.9, -0.5953433310895349
7, -0.6220004951681706
7.1, -0.6486576592468063
7.2, -0.6753148233254422
7.3, -0.701971987404078
7.4, -0.7286291514827139
7.5, -0.7552863155613498
7.6, -0.7819434796399856
7.7, -0.8086006437186213
7.8, -0.835257807797257
7.9, -0.8619149718758932
8, -0.8885721359545289
8.1, -0.9152293000331646
8.2, -0.9418864641118003
8.3, -0.9685436281904365
8.4, -0.9952007922690722
8.5, -1.021857956347708
8.6, -1.0485151204263436
8.7, -1.0751722845049794
8.8, -1.1018294485836155
8.9, -1.1284866126622513
9, -1.155143776740887
9.1, -1.1818009408195231
9.2, -1.2084581048981589
9.3, -1.235115268976795
9.4, -1.2617724330554307
9.5, -1.2884295971340665
9.6, -1.3150867612127022
9.7, -1.341743925291338
9.8, -1.368401089369974
9.9, -1.3950582534486098
10, -1.4217154175272455
10.1, -1.4483725816058812
10.2, -1.475029745684517
10.3, -1.501686909763153
10.4, -1.5283440738417888
10.5, -1.5550012379204246
10.6, -1.5816584019990603
10.7, -1.608315566077696
10.8, -1.6349727301563322
10.9, -1.6616298942349679
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
2, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
11, -3.9408866995073892
11, 0
11, -6.293706293706293
11, 0
11, 0
11, 0
11, -12.962962962962964
11, -17.57188498402556
11, 0
11, -6.377551020408164
11, -4.013377926421405
11, -16.470588235294116
11, 0
11, -0.27624309392265195
11, -5.4
